compound_id,chembl_target_degree,family_aware_degree,target_family_list,target_chembl_id_list,high_family_degree_flag
CHEMBL5220017,2,1,Carbonic anhydrases,CHEMBL3242; CHEMBL3594,0
CHEMBL5220025,2,1,Carbonic anhydrases,CHEMBL3242; CHEMBL3594,0
CHEMBL5220116,2,1,Carbonic anhydrases,CHEMBL3242; CHEMBL3594,0
CHEMBL5220144,2,1,Carbonic anhydrases,CHEMBL3242; CHEMBL3594,0
CHEMBL5220512,2,1,Carbonic anhydrases,CHEMBL3242; CHEMBL3594,0
CHEMBL5220522,2,1,Carbonic anhydrases,CHEMBL3242; CHEMBL3594,0
CHEMBL5220709,2,1,Carbonic anhydrases,CHEMBL3242; CHEMBL3594,0
CHEMBL5220802,2,1,Carbonic anhydrases,CHEMBL3242; CHEMBL3594,0
CHEMBL5220950,2,1,Carbonic anhydrases,CHEMBL3242; CHEMBL3594,0
CHEMBL5221007,2,1,Carbonic anhydrases,CHEMBL3242; CHEMBL3594,0
CHEMBL5268389,2,1,G protein-coupled receptors,CHEMBL4422; CHEMBL5339,0
CHEMBL526897,2,1,Monoamine oxidases,CHEMBL1951; CHEMBL2039,0
CHEMBL5272492,2,1,G protein-coupled receptors,CHEMBL4422; CHEMBL5339,0
CHEMBL5273250,2,1,G protein-coupled receptors,CHEMBL4422; CHEMBL5339,0
CHEMBL5276740,2,1,G protein-coupled receptors,CHEMBL4422; CHEMBL5339,0
CHEMBL5278642,2,1,G protein-coupled receptors,CHEMBL4422; CHEMBL5339,0
CHEMBL5282499,2,1,Kinases,CHEMBL203; CHEMBL279,0
CHEMBL5284393,2,1,Monoamine oxidases,CHEMBL2039; CHEMBL2993,0
CHEMBL5284985,2,1,G protein-coupled receptors,CHEMBL4422; CHEMBL5339,0
CHEMBL5286544,2,1,G protein-coupled receptors,CHEMBL4422; CHEMBL5339,0
CHEMBL5289073,2,1,Cytochrome P450s,CHEMBL340; CHEMBL5282,0
CHEMBL5289099,2,1,G protein-coupled receptors,CHEMBL4422; CHEMBL5339,0
CHEMBL5289774,2,1,G protein-coupled receptors,CHEMBL4422; CHEMBL5339,0
CHEMBL5289972,2,1,Kinases,CHEMBL262; CHEMBL2828,0
CHEMBL5290885,2,1,G protein-coupled receptors,CHEMBL4422; CHEMBL5339,0
CHEMBL5393927,2,1,Monoamine oxidases,CHEMBL1951; CHEMBL2039,0
CHEMBL5394729,2,1,Monoamine oxidases,CHEMBL1951; CHEMBL2039,0
CHEMBL5395261,2,1,Monoamine oxidases,CHEMBL1951; CHEMBL2039,0
CHEMBL5395336,2,1,Cholinesterases,CHEMBL4078; CHEMBL5763,0
CHEMBL5396287,2,1,Monoamine oxidases,CHEMBL1951; CHEMBL2039,0
CHEMBL5397599,2,1,Cholinesterases,CHEMBL4078; CHEMBL5763,0
CHEMBL5397716,2,1,Cholinesterases,CHEMBL4078; CHEMBL5763,0
CHEMBL5398015,2,1,Monoamine oxidases,CHEMBL1951; CHEMBL2039,0
CHEMBL5401281,2,1,Cholinesterases,CHEMBL4078; CHEMBL5763,0
CHEMBL5403314,2,1,Monoamine oxidases,CHEMBL1951; CHEMBL2039,0
CHEMBL5403431,2,1,G protein-coupled receptors,CHEMBL210; CHEMBL246,0
CHEMBL5404645,2,1,Kinases,CHEMBL262; CHEMBL2828,0
CHEMBL5404959,2,1,Monoamine oxidases,CHEMBL1951; CHEMBL2039,0
CHEMBL5405322,2,1,Cholinesterases,CHEMBL4078; CHEMBL5763,0
CHEMBL5406371,2,1,Cholinesterases,CHEMBL4078; CHEMBL5763,0
CHEMBL5407586,2,1,Cholinesterases,CHEMBL4078; CHEMBL5763,0
CHEMBL5413089,2,1,Cholinesterases,CHEMBL4078; CHEMBL5763,0
CHEMBL5416897,2,1,Monoamine oxidases,CHEMBL1951; CHEMBL2039,0
CHEMBL5419856,2,1,Monoamine oxidases,CHEMBL1951; CHEMBL2039,0
CHEMBL5421211,2,1,Kinases,CHEMBL262; CHEMBL2828,0
CHEMBL5421502,2,1,Cholinesterases,CHEMBL4078; CHEMBL5763,0
CHEMBL5425139,2,1,Cholinesterases,CHEMBL4078; CHEMBL5763,0
CHEMBL5430136,2,1,G protein-coupled receptors,CHEMBL210; CHEMBL213,0
CHEMBL5434920,2,1,Cholinesterases,CHEMBL4078; CHEMBL5763,0
CHEMBL5436279,2,1,Monoamine oxidases,CHEMBL1951; CHEMBL2039,0
CHEMBL5438522,2,1,Monoamine oxidases,CHEMBL1951; CHEMBL2039,0
CHEMBL547869,2,1,Ion channels and transporters,CHEMBL2535; CHEMBL3431938,0
CHEMBL5523396,2,1,Carbonic anhydrases,CHEMBL3242; CHEMBL3594,0
CHEMBL5527931,2,1,Carbonic anhydrases,CHEMBL3242; CHEMBL3594,0
CHEMBL5542159,2,1,Carbonic anhydrases,CHEMBL3242; CHEMBL3594,0
CHEMBL5542880,2,1,Carbonic anhydrases,CHEMBL3242; CHEMBL3594,0
CHEMBL5542882,2,1,Kinases,CHEMBL308; CHEMBL3116,0
CHEMBL5555237,2,1,Carbonic anhydrases,CHEMBL3242; CHEMBL3594,0
CHEMBL5555311,2,1,Kinases,CHEMBL1824; CHEMBL203,0
CHEMBL5555592,2,1,Kinases,CHEMBL1824; CHEMBL203,0
CHEMBL5556483,2,1,Carbonic anhydrases,CHEMBL3242; CHEMBL3594,0
CHEMBL5557106,2,1,Carbonic anhydrases,CHEMBL205; CHEMBL3594,0
CHEMBL5557850,2,1,Kinases,CHEMBL1824; CHEMBL203,0
CHEMBL5558132,2,1,Carbonic anhydrases,CHEMBL3242; CHEMBL3594,0
CHEMBL5558549,2,1,Kinases,CHEMBL1824; CHEMBL203,0
CHEMBL5558907,2,1,Kinases,CHEMBL1824; CHEMBL203,0
CHEMBL5560795,2,1,Carbonic anhydrases,CHEMBL3242; CHEMBL3594,0
CHEMBL5561026,2,1,Kinases,CHEMBL1824; CHEMBL203,0
CHEMBL5561349,2,1,Carbonic anhydrases,CHEMBL3242; CHEMBL3594,0
CHEMBL5561433,2,1,Carbonic anhydrases,CHEMBL3242; CHEMBL3594,0
CHEMBL5561753,2,1,Carbonic anhydrases,CHEMBL3242; CHEMBL3594,0
CHEMBL5562045,2,1,Carbonic anhydrases,CHEMBL3242; CHEMBL3594,0
CHEMBL5562309,2,1,Kinases,CHEMBL1824; CHEMBL203,0
CHEMBL5562546,2,1,Carbonic anhydrases,CHEMBL3242; CHEMBL3594,0
CHEMBL5563305,2,1,Kinases,CHEMBL1824; CHEMBL203,0
CHEMBL5563369,2,1,Kinases,CHEMBL1824; CHEMBL203,0
CHEMBL5563971,2,1,Carbonic anhydrases,CHEMBL3242; CHEMBL3594,0
CHEMBL5564804,2,1,Carbonic anhydrases,CHEMBL3242; CHEMBL3594,0
CHEMBL5565590,2,1,Carbonic anhydrases,CHEMBL205; CHEMBL3594,0
CHEMBL5566405,2,1,Kinases,CHEMBL1824; CHEMBL203,0
CHEMBL5566547,2,1,Carbonic anhydrases,CHEMBL3242; CHEMBL3594,0
CHEMBL5567187,2,1,Carbonic anhydrases,CHEMBL3242; CHEMBL3594,0
CHEMBL5567220,2,1,Carbonic anhydrases,CHEMBL3242; CHEMBL3594,0
CHEMBL5567411,2,1,Carbonic anhydrases,CHEMBL3242; CHEMBL3594,0
CHEMBL5567953,2,1,Carbonic anhydrases,CHEMBL3242; CHEMBL3594,0
CHEMBL5590449,2,1,Carbonic anhydrases,CHEMBL3242; CHEMBL3594,0
CHEMBL5596294,2,1,Carbonic anhydrases,CHEMBL3242; CHEMBL3594,0
CHEMBL5597488,2,1,Carbonic anhydrases,CHEMBL3242; CHEMBL3594,0
CHEMBL5597494,2,1,Carbonic anhydrases,CHEMBL3242; CHEMBL3594,0
CHEMBL5597877,2,1,Carbonic anhydrases,CHEMBL3242; CHEMBL3594,0
CHEMBL5597922,2,1,Carbonic anhydrases,CHEMBL3242; CHEMBL3594,0
CHEMBL5598352,2,1,Carbonic anhydrases,CHEMBL3242; CHEMBL3594,0
CHEMBL567517,2,1,Monoamine oxidases,CHEMBL3050; CHEMBL3681,0
CHEMBL570844,2,1,Other enzymes,CHEMBL1935; CHEMBL3577,0
CHEMBL572533,2,1,Monoamine oxidases,CHEMBL2993; CHEMBL3358,0
CHEMBL572534,2,1,Monoamine oxidases,CHEMBL2993; CHEMBL3358,0
CHEMBL572768,2,1,Monoamine oxidases,CHEMBL2993; CHEMBL3358,0
CHEMBL572828,2,1,Monoamine oxidases,CHEMBL2993; CHEMBL3358,0
CHEMBL573051,2,1,Monoamine oxidases,CHEMBL2993; CHEMBL3358,0
CHEMBL573052,2,1,Monoamine oxidases,CHEMBL2993; CHEMBL3358,0
CHEMBL573300,2,1,Monoamine oxidases,CHEMBL2993; CHEMBL3358,0
CHEMBL573301,2,1,Monoamine oxidases,CHEMBL2993; CHEMBL3358,0
CHEMBL573755,2,1,Monoamine oxidases,CHEMBL2993; CHEMBL3358,0
CHEMBL573985,2,1,Monoamine oxidases,CHEMBL2993; CHEMBL3358,0
CHEMBL573986,2,1,Monoamine oxidases,CHEMBL2993; CHEMBL3358,0
CHEMBL573988,2,1,Monoamine oxidases,CHEMBL2993; CHEMBL3358,0
CHEMBL574191,2,1,Monoamine oxidases,CHEMBL2993; CHEMBL3358,0
CHEMBL574419,2,1,Monoamine oxidases,CHEMBL2993; CHEMBL3358,0
CHEMBL574859,2,1,Monoamine oxidases,CHEMBL2993; CHEMBL3358,0
CHEMBL574860,2,1,Monoamine oxidases,CHEMBL2993; CHEMBL3358,0
CHEMBL575093,2,1,Monoamine oxidases,CHEMBL2993; CHEMBL3358,0
CHEMBL575285,2,1,Monoamine oxidases,CHEMBL2993; CHEMBL3358,0
CHEMBL575486,2,1,Monoamine oxidases,CHEMBL2993; CHEMBL3358,0
CHEMBL575734,2,1,Monoamine oxidases,CHEMBL2993; CHEMBL3358,0
CHEMBL575735,2,1,Monoamine oxidases,CHEMBL2993; CHEMBL3358,0
CHEMBL575738,2,1,Monoamine oxidases,CHEMBL2993; CHEMBL3358,0
CHEMBL575931,2,1,Monoamine oxidases,CHEMBL2993; CHEMBL3358,0
CHEMBL575934,2,1,Monoamine oxidases,CHEMBL2993; CHEMBL3358,0
CHEMBL575937,2,1,Monoamine oxidases,CHEMBL2993; CHEMBL3358,0
CHEMBL575938,2,1,Monoamine oxidases,CHEMBL2993; CHEMBL3358,0
CHEMBL577175,2,1,Monoamine oxidases,CHEMBL2993; CHEMBL3358,0
CHEMBL577614,2,1,Monoamine oxidases,CHEMBL2993; CHEMBL3358,0
CHEMBL5786235,2,1,Other/unclassified,CHEMBL4531; CHEMBL4915,0
CHEMBL583128,2,1,Monoamine oxidases,CHEMBL2993; CHEMBL3358,0
CHEMBL583587,2,1,Monoamine oxidases,CHEMBL2993; CHEMBL3358,0
CHEMBL584377,2,1,Monoamine oxidases,CHEMBL2993; CHEMBL3358,0
CHEMBL585024,2,1,Carbonic anhydrases,CHEMBL3242; CHEMBL3594,0
CHEMBL585360,2,1,Monoamine oxidases,CHEMBL2993; CHEMBL3358,0
CHEMBL5900641,2,1,Other/unclassified,CHEMBL4531; CHEMBL4915,0
CHEMBL595128,2,1,Other enzymes,CHEMBL4506; CHEMBL5933,0
CHEMBL6019302,2,1,Other/unclassified,CHEMBL4531; CHEMBL4915,0
CHEMBL6654,2,1,Nuclear receptors,CHEMBL1871; CHEMBL208,0
CHEMBL67599,2,1,Other enzymes,CHEMBL2284; CHEMBL5926,0
CHEMBL6843,2,1,Nuclear receptors,CHEMBL1871; CHEMBL208,0
CHEMBL6855,2,1,Nuclear receptors,CHEMBL1871; CHEMBL208,0
CHEMBL78779,2,1,Kinases,CHEMBL3587; CHEMBL5145,0
CHEMBL81277,2,1,Kinases,CHEMBL1906; CHEMBL3587,0
CHEMBL89921,2,1,G protein-coupled receptors,CHEMBL217; CHEMBL219,0
CHEMBL91067,2,1,G protein-coupled receptors,CHEMBL219; CHEMBL234,0
CHEMBL91273,2,1,G protein-coupled receptors,CHEMBL219; CHEMBL234,0
CHEMBL92373,2,1,G protein-coupled receptors,CHEMBL219; CHEMBL234,0
CHEMBL101286,1,1,Carbonic anhydrases,CHEMBL3594,0
CHEMBL104679,1,1,Other enzymes,CHEMBL4234,0
CHEMBL106769,1,1,Other enzymes,CHEMBL5131,0
CHEMBL1075735,1,1,Cytochrome P450s,CHEMBL3622,0
CHEMBL1076247,1,1,Other enzymes,CHEMBL335,0
CHEMBL1077922,1,1,Other enzymes,CHEMBL335,0
CHEMBL1078189,1,1,Cytochrome P450s,CHEMBL340,0
CHEMBL1078190,1,1,Cytochrome P450s,CHEMBL340,0
CHEMBL1079387,1,1,Other enzymes,CHEMBL335,0
CHEMBL1080003,1,1,Cytochrome P450s,CHEMBL3397,0
CHEMBL1080227,1,1,Other enzymes,CHEMBL335,0
CHEMBL1080228,1,1,Other enzymes,CHEMBL335,0
CHEMBL1080229,1,1,Other enzymes,CHEMBL335,0
CHEMBL1080339,1,1,Cytochrome P450s,CHEMBL289,0
CHEMBL1080948,1,1,Other enzymes,CHEMBL335,0
CHEMBL1080949,1,1,Other enzymes,CHEMBL335,0
CHEMBL1081369,1,1,Other enzymes,CHEMBL335,0
CHEMBL1081672,1,1,Other enzymes,CHEMBL335,0
CHEMBL1082094,1,1,Other enzymes,CHEMBL335,0
CHEMBL1082366,1,1,Kinases,CHEMBL3142,0
CHEMBL1083005,1,1,Kinases,CHEMBL3142,0
CHEMBL1083623,1,1,Kinases,CHEMBL3142,0
CHEMBL1083624,1,1,Kinases,CHEMBL3142,0
CHEMBL1084286,1,1,Other/unclassified,CHEMBL5661,0
CHEMBL1084883,1,1,Cholinesterases,CHEMBL220,0
CHEMBL1085001,1,1,Kinases,CHEMBL3142,0
CHEMBL1085262,1,1,Kinases,CHEMBL3142,0
CHEMBL1085430,1,1,Other enzymes,CHEMBL1929,0
CHEMBL1085747,1,1,Kinases,CHEMBL3142,0
CHEMBL1095210,1,1,Other enzymes,CHEMBL275,0
CHEMBL1095225,1,1,Other enzymes,CHEMBL275,0
CHEMBL1095226,1,1,Other enzymes,CHEMBL275,0
CHEMBL1095865,1,1,Other enzymes,CHEMBL275,0
CHEMBL1096812,1,1,Other enzymes,CHEMBL275,0
CHEMBL1096813,1,1,Other enzymes,CHEMBL275,0
CHEMBL1096814,1,1,Other enzymes,CHEMBL275,0
CHEMBL1098541,1,1,Other enzymes,CHEMBL275,0
CHEMBL1098542,1,1,Other enzymes,CHEMBL275,0
CHEMBL1098818,1,1,Other enzymes,CHEMBL275,0
CHEMBL1098844,1,1,Other enzymes,CHEMBL275,0
CHEMBL1099163,1,1,Other enzymes,CHEMBL275,0
CHEMBL1099164,1,1,Other enzymes,CHEMBL275,0
CHEMBL1099322,1,1,Other enzymes,CHEMBL275,0
CHEMBL11382,1,1,Other enzymes,CHEMBL3559,0
CHEMBL1164612,1,1,Proteases,CHEMBL4822,0
CHEMBL1165089,1,1,Proteases,CHEMBL4822,0
CHEMBL1165549,1,1,Proteases,CHEMBL4822,0
CHEMBL1165583,1,1,Proteases,CHEMBL4822,0
CHEMBL11692,1,1,Other enzymes,CHEMBL2622,0
CHEMBL1173036,1,1,Other enzymes,CHEMBL1169595,0
CHEMBL118629,1,1,Monoamine oxidases,CHEMBL2039,0
CHEMBL119017,1,1,Monoamine oxidases,CHEMBL2039,0
CHEMBL120616,1,1,Other/unclassified,CHEMBL3658,0
CHEMBL120770,1,1,Monoamine oxidases,CHEMBL2039,0
CHEMBL1209491,1,1,Other enzymes,CHEMBL1993,0
CHEMBL121678,1,1,Proteases,CHEMBL243,0
CHEMBL121884,1,1,G protein-coupled receptors,CHEMBL219,0
CHEMBL121967,1,1,G protein-coupled receptors,CHEMBL219,0
CHEMBL121993,1,1,G protein-coupled receptors,CHEMBL219,0
CHEMBL122049,1,1,G protein-coupled receptors,CHEMBL219,0
CHEMBL122116,1,1,G protein-coupled receptors,CHEMBL219,0
CHEMBL122140,1,1,G protein-coupled receptors,CHEMBL219,0
CHEMBL1221929,1,1,Monoamine oxidases,CHEMBL2039,0
CHEMBL1221930,1,1,Monoamine oxidases,CHEMBL2039,0
CHEMBL1221980,1,1,Monoamine oxidases,CHEMBL2039,0
CHEMBL1221981,1,1,Monoamine oxidases,CHEMBL2039,0
CHEMBL12241,1,1,Other enzymes,CHEMBL2622,0
CHEMBL122427,1,1,G protein-coupled receptors,CHEMBL219,0
CHEMBL122531,1,1,G protein-coupled receptors,CHEMBL219,0
CHEMBL122597,1,1,G protein-coupled receptors,CHEMBL219,0
CHEMBL122754,1,1,G protein-coupled receptors,CHEMBL219,0
CHEMBL12281,1,1,Other enzymes,CHEMBL2622,0
CHEMBL122862,1,1,G protein-coupled receptors,CHEMBL219,0
CHEMBL123030,1,1,G protein-coupled receptors,CHEMBL219,0
CHEMBL123031,1,1,G protein-coupled receptors,CHEMBL219,0
CHEMBL1235969,1,1,Other enzymes,CHEMBL1781,0
CHEMBL123663,1,1,G protein-coupled receptors,CHEMBL219,0
CHEMBL124050,1,1,G protein-coupled receptors,CHEMBL219,0
CHEMBL1242213,1,1,Proteases,CHEMBL2334,0
CHEMBL124835,1,1,G protein-coupled receptors,CHEMBL219,0
CHEMBL1253531,1,1,Other enzymes,CHEMBL247,0
CHEMBL1253541,1,1,Other enzymes,CHEMBL247,0
CHEMBL125763,1,1,G protein-coupled receptors,CHEMBL219,0
CHEMBL12580,1,1,Other enzymes,CHEMBL2622,0
CHEMBL1258481,1,1,Other/unclassified,CHEMBL4698,0
CHEMBL1258521,1,1,Other enzymes,CHEMBL3775,0
CHEMBL12655,1,1,Other enzymes,CHEMBL2622,0
CHEMBL1269290,1,1,G protein-coupled receptors,CHEMBL214,0
CHEMBL1275840,1,1,Other enzymes,CHEMBL1826,0
CHEMBL1275841,1,1,Other enzymes,CHEMBL1826,0
CHEMBL1275842,1,1,Other enzymes,CHEMBL1826,0
CHEMBL1275843,1,1,Other enzymes,CHEMBL1826,0
CHEMBL1275844,1,1,Other enzymes,CHEMBL1826,0
CHEMBL1275845,1,1,Other enzymes,CHEMBL1826,0
CHEMBL1275846,1,1,Other enzymes,CHEMBL1826,0
CHEMBL1275847,1,1,Other enzymes,CHEMBL1826,0
CHEMBL1275883,1,1,Other enzymes,CHEMBL1826,0
CHEMBL1275884,1,1,Other enzymes,CHEMBL1826,0
CHEMBL1275885,1,1,Other enzymes,CHEMBL1826,0
CHEMBL1275886,1,1,Other enzymes,CHEMBL1826,0
CHEMBL1275887,1,1,Other enzymes,CHEMBL1826,0
CHEMBL1275888,1,1,Other enzymes,CHEMBL1826,0
CHEMBL1275889,1,1,Other enzymes,CHEMBL1826,0
CHEMBL1275890,1,1,Other enzymes,CHEMBL1826,0
CHEMBL1275891,1,1,Other enzymes,CHEMBL1826,0
CHEMBL1275892,1,1,Other enzymes,CHEMBL1826,0
CHEMBL1275893,1,1,Other enzymes,CHEMBL1826,0
CHEMBL1275894,1,1,Other enzymes,CHEMBL1826,0
CHEMBL1275895,1,1,Other enzymes,CHEMBL1826,0
CHEMBL1275896,1,1,Other enzymes,CHEMBL1826,0
CHEMBL1275897,1,1,Other enzymes,CHEMBL1826,0
CHEMBL1275898,1,1,Other enzymes,CHEMBL1826,0
CHEMBL1275899,1,1,Other enzymes,CHEMBL1826,0
CHEMBL1275900,1,1,Other enzymes,CHEMBL1826,0
CHEMBL1277495,1,1,Cholinesterases,CHEMBL4078,0
CHEMBL1277588,1,1,Cholinesterases,CHEMBL4078,0
CHEMBL1277681,1,1,Cholinesterases,CHEMBL4078,0
CHEMBL1277774,1,1,Cholinesterases,CHEMBL4078,0
CHEMBL1287836,1,1,Other/unclassified,CHEMBL3251,0
CHEMBL1288534,1,1,Carbonic anhydrases,CHEMBL3594,0
CHEMBL1288535,1,1,Carbonic anhydrases,CHEMBL3594,0
CHEMBL1288559,1,1,Carbonic anhydrases,CHEMBL3594,0
CHEMBL1288560,1,1,Carbonic anhydrases,CHEMBL3594,0
CHEMBL1290110,1,1,Other/unclassified,CHEMBL1293200,0
CHEMBL1290285,1,1,Other/unclassified,CHEMBL3251,0
CHEMBL1290401,1,1,Other/unclassified,CHEMBL3251,0
CHEMBL1290511,1,1,Other/unclassified,CHEMBL3251,0
CHEMBL1299389,1,1,Kinases,CHEMBL1293228,0
CHEMBL1300174,1,1,Other enzymes,CHEMBL1795098,0
CHEMBL1304118,1,1,Proteases,CHEMBL4143,0
CHEMBL1309685,1,1,Other/unclassified,CHEMBL1250379,0
CHEMBL1309782,1,1,Other/unclassified,CHEMBL1741180,0
CHEMBL1310438,1,1,Other/unclassified,CHEMBL1293251,0
CHEMBL1310964,1,1,Proteases,CHEMBL4117,0
CHEMBL1310996,1,1,Proteases,CHEMBL4143,0
CHEMBL1311669,1,1,Proteases,CHEMBL4143,0
CHEMBL1312932,1,1,Other enzymes,CHEMBL1741189,0
CHEMBL1313283,1,1,Other/unclassified,CHEMBL1293251,0
CHEMBL1314447,1,1,Other enzymes,CHEMBL1293246,0
CHEMBL1315419,1,1,Other enzymes,CHEMBL1287620,0
CHEMBL1315870,1,1,Other enzymes,CHEMBL1293246,0
CHEMBL1317231,1,1,Cytochrome P450s,CHEMBL3397,0
CHEMBL1319229,1,1,Other/unclassified,CHEMBL4026,0
CHEMBL1320460,1,1,Proteases,CHEMBL4117,0
CHEMBL1321811,1,1,Other enzymes,CHEMBL3402,0
CHEMBL1322235,1,1,Other enzymes,CHEMBL1287620,0
CHEMBL1323696,1,1,Kinases,CHEMBL5469,0
CHEMBL1324161,1,1,Other enzymes,CHEMBL1795098,0
CHEMBL1324820,1,1,Other/unclassified,CHEMBL6101,0
CHEMBL1326008,1,1,Other enzymes,CHEMBL1293246,0
CHEMBL1326244,1,1,Other enzymes,CHEMBL1741189,0
CHEMBL1326488,1,1,Other enzymes,CHEMBL1795098,0
CHEMBL132692,1,1,Other enzymes,CHEMBL247,0
CHEMBL1328027,1,1,Other/unclassified,CHEMBL1293311,0
CHEMBL1329419,1,1,Cytochrome P450s,CHEMBL3356,0
CHEMBL1331857,1,1,Kinases,CHEMBL5508,0
CHEMBL1331911,1,1,Proteases,CHEMBL3308,0
CHEMBL1333105,1,1,G protein-coupled receptors,CHEMBL1075322,0
CHEMBL1333191,1,1,G protein-coupled receptors,CHEMBL4123,0
CHEMBL1333598,1,1,Other enzymes,CHEMBL1741189,0
CHEMBL1334968,1,1,Kinases,CHEMBL1293228,0
CHEMBL1337011,1,1,Proteases,CHEMBL5939,0
CHEMBL1337529,1,1,Proteases,CHEMBL4117,0
CHEMBL1337694,1,1,Other/unclassified,CHEMBL4361,0
CHEMBL1337717,1,1,Kinases,CHEMBL5469,0
CHEMBL1337913,1,1,Other enzymes,CHEMBL1741189,0
CHEMBL1339297,1,1,Nuclear receptors,CHEMBL4374,0
CHEMBL1341350,1,1,Other/unclassified,CHEMBL1795096,0
CHEMBL1341962,1,1,Other enzymes,CHEMBL1795098,0
CHEMBL134227,1,1,Other enzymes,CHEMBL247,0
CHEMBL134252,1,1,Other enzymes,CHEMBL247,0
CHEMBL1343011,1,1,Nuclear receptors,CHEMBL206,0
CHEMBL1343305,1,1,Proteases,CHEMBL2366,0
CHEMBL1343861,1,1,Proteases,CHEMBL5939,0
CHEMBL1346518,1,1,Other/unclassified,CHEMBL1293266,0
CHEMBL1347715,1,1,Other/unclassified,CHEMBL1741203,0
CHEMBL1348043,1,1,Other/unclassified,CHEMBL1293243,0
CHEMBL1348090,1,1,Other/unclassified,CHEMBL1293240,0
CHEMBL1350520,1,1,Other enzymes,CHEMBL5422,0
CHEMBL1351650,1,1,Proteases,CHEMBL1250413,0
CHEMBL1351746,1,1,Kinases,CHEMBL2637,0
CHEMBL1351920,1,1,Other/unclassified,CHEMBL1293293,0
CHEMBL1354146,1,1,Kinases,CHEMBL5508,0
CHEMBL1355735,1,1,Other enzymes,CHEMBL1795098,0
CHEMBL1362201,1,1,Kinases,CHEMBL5508,0
CHEMBL1363026,1,1,Other/unclassified,CHEMBL1293287,0
CHEMBL1363380,1,1,G protein-coupled receptors,CHEMBL5857,0
CHEMBL1364458,1,1,Proteases,CHEMBL4117,0
CHEMBL1364528,1,1,Kinases,CHEMBL5469,0
CHEMBL1366195,1,1,Proteases,CHEMBL4117,0
CHEMBL1366348,1,1,G protein-coupled receptors,CHEMBL5857,0
CHEMBL1369231,1,1,Other/unclassified,CHEMBL1293319,0
CHEMBL1370010,1,1,Other enzymes,CHEMBL1741189,0
CHEMBL1370790,1,1,Proteases,CHEMBL4117,0
CHEMBL1371259,1,1,Other/unclassified,CHEMBL5313,0
CHEMBL1371958,1,1,Proteases,CHEMBL4117,0
CHEMBL1372307,1,1,Nuclear receptors,CHEMBL206,0
CHEMBL1372334,1,1,Kinases,CHEMBL5508,0
CHEMBL1372625,1,1,Other/unclassified,CHEMBL5313,0
CHEMBL1373593,1,1,Proteases,CHEMBL2443,0
CHEMBL1374160,1,1,Other/unclassified,CHEMBL1293266,0
CHEMBL1374545,1,1,Other/unclassified,CHEMBL5313,0
CHEMBL1376094,1,1,Other/unclassified,CHEMBL3880,0
CHEMBL1376318,1,1,Cytochrome P450s,CHEMBL3397,0
CHEMBL1377388,1,1,Proteases,CHEMBL4117,0
CHEMBL1377464,1,1,Other enzymes,CHEMBL5422,0
CHEMBL1382890,1,1,Nuclear receptors,CHEMBL206,0
CHEMBL1383420,1,1,Other/unclassified,CHEMBL5313,0
CHEMBL1387945,1,1,Other/unclassified,CHEMBL2085,0
CHEMBL1388603,1,1,Kinases,CHEMBL5469,0
CHEMBL1389588,1,1,Other/unclassified,CHEMBL4361,0
CHEMBL1392339,1,1,Proteases,CHEMBL5939,0
CHEMBL1392611,1,1,Other enzymes,CHEMBL5567,0
CHEMBL1393201,1,1,Proteases,CHEMBL5939,0
CHEMBL1393700,1,1,Other/unclassified,CHEMBL1293251,0
CHEMBL1394581,1,1,Other/unclassified,CHEMBL1795089,0
CHEMBL1394720,1,1,Other enzymes,CHEMBL1795098,0
CHEMBL1394845,1,1,Other enzymes,CHEMBL1795098,0
CHEMBL139604,1,1,Cytochrome P450s,CHEMBL5282,0
CHEMBL1396129,1,1,Other enzymes,CHEMBL1293246,0
CHEMBL1398736,1,1,Nuclear receptors,CHEMBL4374,0
CHEMBL1399519,1,1,Proteases,CHEMBL4117,0
CHEMBL1400243,1,1,Cytochrome P450s,CHEMBL340,0
CHEMBL1401585,1,1,Kinases,CHEMBL5508,0
CHEMBL1401993,1,1,Proteases,CHEMBL5939,0
CHEMBL1402853,1,1,Other enzymes,CHEMBL1741189,0
CHEMBL1403032,1,1,Proteases,CHEMBL4117,0
CHEMBL1403039,1,1,Other enzymes,CHEMBL1741189,0
CHEMBL1403868,1,1,Kinases,CHEMBL2637,0
CHEMBL1405081,1,1,Kinases,CHEMBL5508,0
CHEMBL1405092,1,1,G protein-coupled receptors,CHEMBL4123,0
CHEMBL1406220,1,1,Proteases,CHEMBL5939,0
CHEMBL1406489,1,1,Proteases,CHEMBL5939,0
CHEMBL1406942,1,1,Kinases,CHEMBL1293228,0
CHEMBL1407344,1,1,Proteases,CHEMBL5939,0
CHEMBL1408096,1,1,Cytochrome P450s,CHEMBL3356,0
CHEMBL1408587,1,1,Nuclear receptors,CHEMBL206,0
CHEMBL1409950,1,1,Kinases,CHEMBL1293228,0
CHEMBL1410122,1,1,Kinases,CHEMBL1293228,0
CHEMBL1410686,1,1,Other/unclassified,CHEMBL4361,0
CHEMBL1411083,1,1,Proteases,CHEMBL4117,0
CHEMBL1411433,1,1,Other enzymes,CHEMBL1795098,0
CHEMBL1411619,1,1,Monoamine oxidases,CHEMBL2039,0
CHEMBL141214,1,1,Ion channels and transporters,CHEMBL4818,0
